"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"74201","Collier County Coastal Storm Risk Management Project","Department of the Army","US Army Corps of Engineers - Civil Works","Other Projects","In Progress","Water Resources","Other Water Resource Projects (incl. Waste/Storm-water Infrastructure; Flood Risk Management; Navigation; Restoration activities associated with non-Bureau of Reclamation infrastructure)","Naples, FL, Collier County","FL","","Collier County","Naples","","POINT (-81.7955475 26.1391777)","26.1391777","-81.7955475"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
"71116","Gateway West Segments 8 & 9 ","Department of the Interior","Bureau of Land Management","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","Melba, ID, 83641","ID","","","Melba","83641","POINT (-119.6171639 45.8459833)","45.8459833","-119.6171639"
